	experiment_config	language	language_family	african_proverb	label	Output Type	predict	morpheme_breaks
168738	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cira wa kirimu utindaga kiharo	A fool’s lawsuit keeps the court all day.	leteral_translate	"A literal translation of the proverb ""Cira wa kirimu utindaga kiharo"""	cira wa ki-rimu utindag-a ki-haro
168739	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cira wa mucii ndumagirio kiharo	Home cases are not handled in the public square.	leteral_translate	"The literal translation of the proverb ""Cira wa mucii ndumagirio kiharo"	cira wa muci-i ndumagirio ki-haro
168740	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Cira wothe wambagiririo na nda	Every case begins from the stomach.	leteral_translate	Cira wothe wambagiririo na nda	cira woth-e wambagiririo na nda
168741	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Ciunagwo rukomo, kimenyi akamenya ikiunwo	We speak in proverbs; the intelligent understand.	leteral_translate	"A literal translation of the proverb ""Ciunagwo rukomo, kimenyi akamenya"	ciunagwo rukomo kimeny-i akameny-a ikiunwo
168742	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Ehera thakirio	Clear out of the thakirio.	leteral_translate	"A literal translation of the proverb ""Ehera thakirio"" from Gikuyu to"	eher-a thakirio
168743	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gakiibatha ni koi ni karithoitha	One who adorns himself knows he is going to a dance.	leteral_translate	"A literal translation of the proverb ""Gakiibatha ni koi ni karithoitha"	gakiibath-a ni koi ni ka-rithoith-a
168744	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gakiihotora niko koi uria kariina	One who adorns himself knows what kind of dance he is going to.	leteral_translate	"A literal translation of the proverb in English is: ""A cow has a calf that is born with"	gakiihotor-a nik-o koi uri-a ka-ri-in-a
168745	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gakunywo kagira thooko	The fool takes many people with him.	leteral_translate	"A literal translation of the proverb ""Gakunywo kagira thooko"" in"	gakuny-wo kagira thooko
168746	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Garurira mbeu ti ya kinya kimwe	Change seeds; do not take them from one gourd.	leteral_translate	A lioness who has killed a young antelope	garurir-a mbe-u ti ya kinya kimwe
168747	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gatami kari mondo yene gatingikurutira wira	A piece of cloth in another person’s bag does not patch your garment.	leteral_translate	"A literal translation of the proverb ""Gatami kari mondo yene gatingikurutira w"	gatam-i ka-ri mondo yen-e gatingikurutir-a wir-a
168748	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gathutha konagia mundu njira	A small, despised path may lead you to the main road.	leteral_translate	"A literal translation of the proverb ""Gathutha konagia mundu njira"" is"	gathuth-a konagi-a mund-u nj-ira
168749	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gatitu ka muimwo ni iri noko kari miti	The forest of an unpopular person is the one with trees.	leteral_translate	A literal translation must preserve the imagery and entities, avoid interpretation, explanation, or moralization, sound	gatitu ka mu-im-wo ni iri nok-o ka-ri mit-i
168750	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gatitu ka ngoro gatiunagwo	The grove of the heart is not opened.	leteral_translate	"A literal translation of the proverb ""Gatitu ka ngoro gatiunagwo"""	gatitu ka ng-oro gatiunagwo
168751	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gatinyinyiraga gatari gakunye	No one cries unless they have been pinched.	leteral_translate	"The literal translation of the proverb in English is:

""Let the one who is being praised by others"	gatinyinyirag-a gat-ar-i gakuny-e
168752	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gatuma kainagia murigwa	Darkness makes even the lame dance.	leteral_translate	"A literal translation of the proverb ""Gatuma kainagia murigwa"" would be"	gat-uma ka-inagi-a murig-wa
168753	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gatundu koragithirie Watatua	A secret pact enabled the killing of Watatua.	leteral_translate	"The literal translation of the proverb ""Gatundu koragithirie Watatua"" is"	gat-und-u koragithiri-e watatu-a
168754	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Giathi githaragio ni gaka kamwe	A market can be ruined by one woman.	leteral_translate	A person who steals from the forest will be caught.	gi-ath-i githaragio ni gak-a kamwe
168755	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Giathi kiri murugirwo	Every feast has its guest of honor.	leteral_translate	The literal translation is: A man who has a dog does not fear a lion.	gi-ath-i kir-i murugir-wo
168756	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Giathi kiriagwo ni kingi	One appointment is eaten by another.	leteral_translate	"A literal translation of the proverb in English would be: 

A person who brings a spear to the"	gi-ath-i kiri-ag-wo ni kingi
168757	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Giathi kiumu no kia murokero	Circumcision is a painful appointment.	leteral_translate	"A literal translation of the proverb ""Giathi kiumu no kia murokero"" from"	gi-ath-i ki-um-u no kia murokero
168758	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gieterero ti kiinaino	Waiting is not trembling.	leteral_translate	"The literal translation is: ""A fox is a clever one who tricks others."""	gieterero ti kiinaino
168759	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gicegu kia andu aingi ti kiega	The gicegu of many people is not good.	leteral_translate	A fox hunting a hare.	giceg-u kia and-u aingi ti ki-ega
168760	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gicigo kia mugunda gitinyihaga	A piece of land is not a small thing.	leteral_translate	"A literal translation of the proverb ""Gicigo kia mugunda gitinyihaga"" from G"	gicigo kia mug-und-a gitinyihag-a
168761	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Giikaro kimwe kiri ngee kana ndaa	Staying in one place brings lice.	leteral_translate	"A literal translation of the proverb ""Giikaro kimwe kiri ngee kana ndaa"	giikaro kimwe kir-i nge-e kan-a nda-a
168762	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gikuru kiega no kiratina	The only good old thing is muratina.	leteral_translate	"A literal translation of the proverb in English is: ""A donkey is not a horse."""	gik-ur-u ki-ega no kiratin-a
168763	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gikuu gitiraragirio	One cannot make an appointment with death.	leteral_translate	"The literal translation of the proverb ""Gikuu gitiraragirio"" is ""The"	giku-u gitiraragirio
168764	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Githaka gitigunaga mumi, kigunaga muki	Land benefits those who arrive later, not those who clear it.	leteral_translate	A man's wealth comes from his mouth, from his tongue.	gith-ak-a gitigunag-a mum-i kigunag-a muk-i
168765	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Githaka kia muici ni gukaana	Lying is the thief’s refuge.	leteral_translate	"The literal translation is: ""He who breaks the stick falls."""	gith-ak-a kia muic-i ni guka-an-a
168766	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Githumba gitiri murimu wa ngoro	Beggars have no worries.	leteral_translate	A literal translation: A monkey's tail is the monkey's pride.	githumb-a git-ir-i mu-rim-u wa ng-oro
168767	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Githuri kiri mwatu wa ngotoko	The chest holds a beehive of pride.	leteral_translate	The sun rises for everyone who works.	gith-ur-i kir-i mwat-u wa ngotoko
168768	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gitiganiriro kirugitwo ni kirugamanio	Discussion is better than postponement.	leteral_translate	A cat climbing a tree is like a lion in the forest.	gitiganiriro kirugit-wo ni kirugamanio
168769	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gitiiro kia muka wene gitikagio athii	A stranger woman’s song is answered after she leaves.	leteral_translate	A literal translation: The monkey's tail is its own story.	giti-iro kia mu-ka wen-e gitikagio athi-i
168770	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gitindo kia mucii ni kiuru	Staying at home is bad.	leteral_translate	"The literal translation of the proverb ""Gitindo kia mucii ni kiuru"" from Gikuyu"	gitind-o kia muci-i ni ki-uru
168771	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gitoi kimenyaga kierwo	One who did not know learns when told.	leteral_translate	A lion is not a lion when it eats in the bush.	gito-i kimeny-ag-a ki-er-wo
168772	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gitoi kiraragia kiui njira	One who does not know the road delays the knower.	leteral_translate	"The literal translation of the proverb ""Gitoi kiraragia kiui njira"" in"	gito-i kiraragi-a kiu-i nj-ira
168773	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gitonga kigiragio iganjo gikarima	A rich man cannot be stopped from planting what he wants.	leteral_translate	"The literal translation of the proverb ""Gitonga kigiragio iganjo gikar"	gitong-a kigiragio iganjo gikarim-a
168774	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gitonga kiriaga munyuko	The rich sometimes eat bad food.	leteral_translate	A person who is quick to act in the morning is often late in the afternoon.	gitong-a kiri-ag-a munyuko
168775	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guceera ni kuhiga	Traveling is learning.	leteral_translate	"A literal translation of the proverb ""Guceera ni kuhiga"" from Gikuyu to"	guce-er-a ni ku-higa
168776	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gucekeha ti guicuhio	Slimness is not from scraping.	leteral_translate	"A literal translation of the proverb ""Gucekeha ti guicuhio"" in English is"	gucekeh-a ti guicuhio
168777	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guciara kunaga irigu ngingo	A mother is like a banana tree that breaks under its fruit.	leteral_translate	"A literal translation of the proverb ""Guciara kunaga irigu ngingo"" from G"	gu-ciar-a kunag-a irigu ngingo
168778	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guciara uru ti kwenda kwa mwene	A mother does not wish to bear a bad child.	leteral_translate	"A literal translation of the proverb in English: 

A man who goes to the woman's house."	gu-ciar-a uru ti kw-end-a kwa mw-en-e
168779	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gucukagwo utaguteo	People slander even those they do not hate.	leteral_translate	"A literal translation of the proverb ""Gucukagwo utaguteo"" is:

A"	gucukagwo utaguteo
168780	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gukiara na gutonga ititiganaga	Wealth and poverty follow each other.	leteral_translate	"A literal translation of the proverb ""Gukiara na gutonga ititiganaga"" is:"	guki-ar-a na gutong-a ititiganag-a
168781	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gukira kuri ngatho	Restraining one’s tongue is praiseworthy.	leteral_translate	"A literal translation of the proverb ""Gukira kuri ngatho"" from Gikuyu"	guk-ir-a kur-i ngath-o
168782	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gukira ni guthurana	Not speaking is hatred.	leteral_translate	"A literal translation of the proverb ""Gukira ni guthurana"" from Gikuyu"	guk-ir-a ni guthuran-a
168783	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gukiririria kwagira kieha	Indulgence brings regret.	leteral_translate	"A literal translation of the proverb ""Gukiririria kwagira kieha"""	gukiririri-a kw-ag-ir-a ki-eha
168784	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gukura ni kuuru: ngathii uriri ngicayaga	Old age brings complaints.	leteral_translate	A literal translation: A crocodile is not a crocodile: it is a snake.	guk-ur-a ni ku-uru ngathi-i ur-ir-i ngicayag-a
168785	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gukuhiriria mbaara tikuo kurua	Nearing a battlefield does not mean fighting.	leteral_translate	"A literal translation of the proverb ""Gukuhiriria mbaara tikuo kurua"	gukuhiriri-a mba-ara tikuo kur-ua
168786	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gukungagwo utuku ti muthenya	Thieves hide at night, not by day.	leteral_translate	"A literal translation of the proverb ""Gukungagwo utuku ti muthenya"""	gukungagwo ut-uk-u ti mutheny-a
168787	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guota mwaki ni gucera	To get the warmth of fire one must stir the embers.	leteral_translate	"The literal translation is: ""The sun is a fighter."""	gu-ot-a mw-ak-i ni guc-era
168788	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guoya utuuragia ukia mucii	The fear (of toil) keeps your house poor.	leteral_translate	"The literal translation of the proverb ""Guoya utuuragia ukia mucii"" from G"	guoya utuuragia uki-a muci-i
168789	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guteithagio witeithitie	If you help yourself you will be helped.	leteral_translate	"A literal translation of the proverb ""Guteithagio witeithitie"" from G"	guteithagio witeithiti-e
168790	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gutema na kanua ti gutema na rihiu	Cutting by the tongue is different from cutting by the knife.	leteral_translate	"The literal translation of the proverb ""Gutema na kanua ti gutema na rihiu"	gut-em-a na kan-ua ti gut-em-a na ri-hi-u
168791	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthama nikuo kuhika kwa arume	A man changing his abode is like a woman marrying.	leteral_translate	Guthama nikuo kuhika kwa arume	guth-am-a niku-o kuh-ika kwa arum-e
168792	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthekererwo ni andu ti kuririrwo ni hiti	To be laughed at by men is not to be wept by hyenas.	leteral_translate	"The literal translation of the proverb ""Guthekererwo ni andu ti kuririr"	guthekererwo ni and-u ti kuririrwo ni hit-i
168793	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthekererwo ti kuririrwo	To be laughed at is not to be pitied.	leteral_translate	"The literal translation of the proverb ""Guthekererwo ti kuririrwo"" from"	guthekererwo ti kuririrwo
168794	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthekio ti kwendwo	Making you laugh does not always mean love.	leteral_translate	"A literal translation of ""Guthekio ti kwendwo"" in English would be: """	guthekio ti kwend-wo
168795	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthigagio mbura gutongitwo matuguta	Some expect rain without preparing their fields.	leteral_translate	"A literal translation of the proverb in English is:

A man who is like a leopard (or a"	guthigagio mb-ur-a gutongitwo matugut-a
168796	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthii gutigiragia mundu acoke	Going does not prevent a person from returning.	leteral_translate	"The literal translation is: ""The time has come to divide the world among the children."""	guthi-i gutigiragi-a mund-u acok-e
168797	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthii kuonagia mundu njira.	Travelling shows a person the way.	leteral_translate	"The literal translation of the proverb ""Guthii kuonagia mundu njira"" in"	guthi-i ku-onagi-a mund-u nj-ira
168798	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthii ki kuona	Travelling is seeing.	leteral_translate	To see a snake	guthi-i ki ku-on-a
168799	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthimba ti kuura	Clouds are not rain.	leteral_translate	"A literal translation of the proverb ""Guthimba ti kuura"" from Gikuyu to"	guthimb-a ti ku-ura
168800	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	guthinga kurugite gutonga	Virtue is better than riches.	leteral_translate	"A literal translation of the proverb ""guthinga kurugite gutonga"" in English is"	guth-ing-a ku-rugit-e gutong-a
168801	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthinga kikuo kihoto	Virtue is power.	leteral_translate	"The literal translation of the proverb ""Guthinga kikuo kihoto"" from G"	guth-ing-a kiku-o ki-hoto
168802	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthura ng’ombe ni guthura kamukwa kayo	To despise an ox is to despise its hide.	leteral_translate	"The literal translation of the proverb in English is: ""The buffalo's rut is the buffalo's rut"	guth-ur-a ng omb-e ni guth-ur-a kamukw-a ka-yo
168803	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthukagirio wanatega itega	One favors the giver of past gifts.	leteral_translate	"The literal translation of the proverb ""Guthukagirio wanatega itega"" is"	guthukagirio wanateg-a it-eg-a
168804	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Guthuragwo mundu uriendwo	A scorned person may later be loved.	leteral_translate	"The literal translation of the proverb ""Guthuragwo mundu uriendwo"" from G"	guthuragwo mund-u uriendwo
168805	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gutiri gitatuirie kingi	Nothing exists without causing something else.	leteral_translate	"A literal translation of the proverb ""Gutiri gitatuirie kingi"" from Gik"	gut-iri gitatuiri-e kingi
168806	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gutiri githinji utathinja.	There is no butcher who does not slaughter.	leteral_translate	"The literal translation of the proverb ""Gutiri githinji utathinja"" in English"	gut-iri githinj-i utathinj-a
168807	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gutiri gukura na kurara keri	One ages with every night lived.	leteral_translate	A lion fights a leopard with a spear	gut-iri guk-ur-a na kur-ar-a ker-i
168808	smollm3-3b-it-gen-eng-literal-Kenya	gikuyu	bantu	Gutiri ita ithiagwwo na gitete kia njohi no gia ucuru	No war is fought with beer gourds but with weapons.	leteral_translate	"A literal translation of the proverb in English is:

A chicken crosses the river by using a stick."	gut-iri ita ithiagwwo na git-et-e kia njoh-i no gia uc-ur-u
